
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"Wandsworth 010C","E01004602",706,363,5,33,297,8
"Wandsworth 010E","E01004609",996,413,26,58,487,12
"Wandsworth 010F","E01033093",766,372,78,16,292,8
"Wandsworth 010G","E01033135",475,280,1,13,174,7
"Wandsworth 011A","E01004506",955,418,9,80,434,14
"Wandsworth 011B","E01004638",519,417,0,24,75,3
"Wandsworth 011C","E01004639",783,387,5,68,318,5
"Wandsworth 011D","E01004640",797,467,14,29,275,12
"Wandsworth 011E","E01004641",818,438,1,227,143,9
"Wandsworth 012A","E01004508",986,429,1,192,350,14
"Wandsworth 012B","E01004510",917,406,53,123,325,10
"Wandsworth 012C","E01004514",799,467,2,88,234,8
"Wandsworth 012D","E01004515",739,285,35,171,245,3
"Wandsworth 012E","E01004551",884,198,8,388,285,5
"Wandsworth 013A","E01004568",458,67,5,303,76,7
"Wandsworth 013B","E01004574",727,98,2,478,139,10
"Wandsworth 013C","E01004575",691,182,3,371,119,16
"Wandsworth 013D","E01004576",592,204,4,254,121,9
"Wandsworth 014A","E01004500",807,344,17,99,335,12
"Wandsworth 014B","E01004501",712,308,12,193,197,2
"Wandsworth 014C","E01004503",738,317,1,125,285,10
"Wandsworth 014D","E01004505",838,461,5,47,311,14
"Wandsworth 014E","E01004507",962,361,13,98,474,16
"Wandsworth 015A","E01004553",766,361,1,118,276,10
"Wandsworth 015B","E01004557",650,368,3,65,207,7
"Wandsworth 015C","E01004558",675,407,2,71,191,4
"Wandsworth 015D","E01004559",503,336,3,47,116,1
"Wandsworth 015E","E01004619",536,342,0,76,108,10
"Wandsworth 016A","E01004572",706,301,3,213,183,6
"Wandsworth 016B","E01004642",761,365,25,201,162,8
"Wandsworth 016C","E01004643",851,312,4,290,230,15
"Wandsworth 016D","E01004644",870,460,66,205,133,6
"Wandsworth 016E","E01004645",844,272,10,383,172,7
"Wandsworth 017A","E01004477",607,444,2,31,126,4
"Wandsworth 017B","E01004478",538,403,0,40,87,8
"Wandsworth 017C","E01004479",613,364,0,81,160,8
"Wandsworth 017D","E01004550",570,260,0,151,146,13
"Wandsworth 017E","E01004555",587,450,0,24,106,7
"Wandsworth 018A","E01004494",762,281,30,205,241,5
"Wandsworth 018B","E01004513",833,395,18,177,234,9
"Wandsworth 018C","E01004600",893,161,38,453,236,5
"Wandsworth 018D","E01004601",1006,447,59,192,301,7
"Wandsworth 019A","E01004493",803,417,3,103,275,5
"Wandsworth 019B","E01004512",618,341,1,99,171,6
"Wandsworth 019C","E01004620",702,376,2,127,186,11
"Wandsworth 019D","E01004621",659,370,4,74,209,2
"Wandsworth 019E","E01004623",712,448,1,81,179,3
"Wandsworth 019F","E01004627",631,374,4,99,149,5
"Wandsworth 020A","E01004499",713,323,3,94,285,8
"Wandsworth 020B","E01004502",670,446,3,31,182,8
"Wandsworth 020C","E01004504",566,326,5,22,205,8
"Wandsworth 020D","E01004594",590,426,1,9,149,5
"Wandsworth 020E","E01004596",646,435,3,14,186,8
"Wandsworth 020F","E01004629",609,362,19,72,149,7
"Wandsworth 021A","E01004472",742,450,16,55,216,5
"Wandsworth 021B","E01004474",918,308,25,120,458,7
"Wandsworth 021C","E01004476",824,305,1,112,398,8
"Wandsworth 021D","E01004542",618,397,2,65,148,6
"Wandsworth 021E","E01004544",606,363,0,87,147,9
"Wandsworth 022A","E01004628",911,361,50,200,292,8
"Wandsworth 022B","E01004630",679,176,4,342,152,5
"Wandsworth 022C","E01004631",643,272,1,156,205,9
"Wandsworth 022D","E01004633",623,134,3,293,190,3
"Wandsworth 023A","E01004569",737,243,22,246,224,2
"Wandsworth 023B","E01004570",745,112,2,439,188,4
"Wandsworth 023C","E01004571",651,172,1,305,166,7
"Wandsworth 023D","E01004573",631,345,3,124,153,6
"Wandsworth 024A","E01004495",523,180,11,191,130,11
"Wandsworth 024B","E01004496",951,369,39,114,428,1
"Wandsworth 024C","E01004497",541,338,3,97,98,5
"Wandsworth 024D","E01004622",533,255,12,119,147,0
"Wandsworth 024E","E01004624",624,370,15,101,135,3
"Wandsworth 025A","E01004593",852,442,5,64,334,7
"Wandsworth 025B","E01004595",796,440,1,55,295,5
"Wandsworth 025C","E01004597",779,433,15,157,169,5
"Wandsworth 025D","E01004598",818,473,26,60,253,6
"Wandsworth 025E","E01004599",575,453,2,15,101,4
"Wandsworth 026A","E01004473",746,378,9,105,247,7
"Wandsworth 026B","E01004475",622,289,2,106,221,4
"Wandsworth 026C","E01004480",678,381,5,36,248,8
"Wandsworth 026D","E01004483",1011,451,24,60,465,11
"Wandsworth 026E","E01004484",652,295,5,98,249,5
"Wandsworth 026F","E01004486",784,307,7,143,323,4
"Wandsworth 027A","E01004543",717,392,24,55,233,13
"Wandsworth 027B","E01004545",850,365,4,35,439,7
"Wandsworth 027C","E01004546",640,361,5,60,209,5
"Wandsworth 027D","E01004549",672,343,7,115,196,11
"Wandsworth 027E","E01004625",469,410,1,8,45,5
"Wandsworth 027F","E01004626",724,480,4,18,215,7
"Wandsworth 028A","E01004632",593,359,2,67,157,8
"Wandsworth 028B","E01004634",697,321,2,118,246,10
"Wandsworth 028C","E01004635",691,355,10,77,246,3
"Wandsworth 028D","E01004636",650,321,2,113,205,9
"Wandsworth 028E","E01004637",602,266,4,143,179,10
"Wandsworth 029A","E01004481",716,303,4,60,343,6
"Wandsworth 029B","E01004488",625,324,1,133,163,4
"Wandsworth 029C","E01004547",551,253,7,161,123,7
"Wandsworth 029D","E01004548",1054,450,9,93,491,11
"Wandsworth 030A","E01004482",626,304,1,85,228,8
"Wandsworth 030B","E01004485",691,303,2,119,258,9
"Wandsworth 030C","E01004487",715,280,0,193,240,2
"Wandsworth 030D","E01004489",612,265,2,145,198,2
"Wandsworth 031A","E01004490",614,402,0,29,181,2
"Wandsworth 031B","E01004491",971,263,2,539,157,10
"Wandsworth 031C","E01004492",744,386,5,127,217,9
"Wandsworth 031D","E01004498",784,434,4,46,293,7
"Wandsworth 032A","E01004532",644,325,1,148,165,5
"Wandsworth 032B","E01004611",570,337,1,54,173,5
"Wandsworth 032C","E01004612",558,244,10,44,254,6
"Wandsworth 032D","E01004618",527,352,3,23,147,2
"Wandsworth 033A","E01004531",649,302,4,182,160,1
"Wandsworth 033B","E01004533",569,227,4,189,144,5
"Wandsworth 033C","E01004610",632,344,2,70,208,8
"Wandsworth 033D","E01004613",677,216,4,201,243,13
"Wandsworth 034A","E01004614",855,321,17,162,346,9
"Wandsworth 034B","E01004615",757,201,5,338,204,9
"Wandsworth 034C","E01004616",816,249,5,65,481,16
"Wandsworth 034D","E01004617",638,204,14,128,286,6
"Wandsworth 035A","E01004525",659,241,5,23,382,8
"Wandsworth 035B","E01004526",655,259,4,115,266,11
"Wandsworth 035C","E01004527",578,299,8,41,221,9
"Wandsworth 035D","E01004528",655,249,21,166,206,13
"Wandsworth 035E","E01004529",902,389,36,115,356,6
"Wandsworth 035F","E01004530",789,383,7,104,284,11
"Wandsworth 036A","E01004516",510,389,2,39,79,1
"Wandsworth 036B","E01004518",650,444,4,44,151,7
"Wandsworth 036C","E01004519",632,351,4,102,166,9
"Wandsworth 036D","E01004520",459,287,2,63,101,6
"Wandsworth 036E","E01004523",722,356,1,202,152,11
"Wandsworth 037A","E01004517",810,338,21,84,360,7
"Wandsworth 037B","E01004521",768,450,12,102,198,6
"Wandsworth 037C","E01004522",628,343,10,61,207,7
"Wandsworth 037D","E01004524",774,253,5,302,207,7
"Westminster 001A","E01004647",685,286,4,147,218,30
"Westminster 001B","E01004649",716,325,4,45,298,44
"Westminster 001C","E01004724",850,295,6,119,409,21
"Westminster 001D","E01004730",804,421,2,11,327,43
"Westminster 002A","E01004646",616,272,1,94,233,16
"Westminster 002B","E01004648",1122,515,3,71,510,23
"Westminster 002C","E01004650",932,436,3,20,443,30
"Westminster 002D","E01004710",635,157,5,303,155,15
"Westminster 002E","E01004711",759,171,2,348,228,10
"Westminster 003A","E01004651",1137,380,8,99,609,41
"Westminster 003B","E01004725",799,137,7,384,239,32
"Westminster 003C","E01004726",824,407,3,31,346,37
"Westminster 003D","E01004728",808,312,4,161,306,25
"Westminster 003E","E01004729",856,201,4,418,219,14
"Westminster 004A","E01004718",850,210,17,394,219,10
"Westminster 004B","E01004719",786,228,6,438,106,8
"Westminster 004C","E01004720",777,260,12,414,81,10
"Westminster 004D","E01004721",879,163,9,531,167,9
"Westminster 004E","E01004722",849,112,13,579,133,12
"Westminster 005A","E01004674",843,188,12,488,142,13
"Westminster 005B","E01004675",1098,193,6,540,337,22
"Westminster 005C","E01004677",876,252,13,317,289,5
"Westminster 005D","E01004678",889,252,14,334,278,11
"Westminster 005E","E01004679",935,152,8,482,281,12
"Westminster 005F","E01004723",997,170,7,492,319,9
"Westminster 006A","E01004676",794,225,5,197,356,11
"Westminster 006B","E01004706",735,325,4,54,347,5
"Westminster 006C","E01004707",798,411,1,12,353,21
"Westminster 006D","E01004708",788,240,7,197,327,17
"Westminster 006E","E01004756",866,224,3,258,370,11
"Westminster 007A","E01004701",843,364,3,27,426,23
"Westminster 007B","E01004703",1027,536,4,92,360,35
"Westminster 007D","E01004705",700,337,2,40,303,18
"Westminster 007E","E01004709",765,291,3,184,268,19
"Westminster 007F","E01033600",644,254,1,122,257,10
"Westminster 007G","E01033608",735,245,4,119,357,10
"Westminster 008A","E01004659",961,335,6,58,536,26
"Westminster 008B","E01004660",873,381,12,55,384,41
"Westminster 008C","E01004712",842,302,2,67,442,29
"Westminster 008D","E01004727",977,449,14,6,463,45
"Westminster 009A","E01004670",948,101,5,738,82,22
"Westminster 009E","E01004702",994,203,5,512,253,21
"Westminster 009F","E01033598",502,70,8,301,116,7
"Westminster 009G","E01033601",589,121,5,381,75,7
"Westminster 009H","E01033602",645,92,9,411,126,7
"Westminster 009I","E01033603",600,153,6,213,217,11
"Westminster 009J","E01033604",620,57,3,174,372,14
"Westminster 009K","E01033605",815,196,8,415,180,16
"Westminster 010A","E01004754",600,101,8,385,85,21
"Westminster 010B","E01004755",963,195,16,433,302,17
"Westminster 010C","E01004757",600,117,10,313,144,16
"Westminster 010F","E01032512",989,135,39,577,216,22
"Westminster 010G","E01032513",567,102,8,333,109,15
"Westminster 011A","E01004713",939,304,7,31,540,57
"Westminster 011B","E01004714",1177,348,9,111,657,52
"Westminster 011C","E01004716",724,322,1,57,311,33
"Westminster 011D","E01004717",898,228,1,32,614,23
"Westminster 011E","E01004762",1136,301,1,275,478,81
"Westminster 012A","E01004657",827,227,3,33,536,28
"Westminster 012B","E01004658",744,198,2,20,492,32
"Westminster 012C","E01004661",892,256,2,87,519,28
"Westminster 012D","E01004662",1040,257,3,71,679,30
"Westminster 012E","E01004663",851,367,5,160,286,33
"Westminster 013A","E01004715",824,226,9,237,321,31
"Westminster 013B","E01004763",1076,200,5,154,671,46
"Westminster 013D","E01004765",1103,335,2,288,433,45
"Westminster 013E","E01033595",755,90,3,235,401,26
"Westminster 013F","E01033596",745,132,7,326,252,28
"Westminster 014A","E01004653",929,418,3,171,318,19
"Westminster 014B","E01004654",1204,473,1,188,506,36
"Westminster 014D","E01004656",1178,383,19,305,448,23
"Westminster 014E","E01004760",771,256,2,301,209,3
"Westminster 014F","E01033606",614,149,7,123,325,10
"Westminster 014G","E01033607",616,173,3,247,179,14
"Westminster 015A","E01004680",708,340,2,16,308,42
"Westminster 015B","E01004683",767,380,2,23,321,41
"Westminster 015C","E01004684",701,213,0,50,394,44
"Westminster 015E","E01004686",848,233,2,31,555,27
"Westminster 015F","E01033593",645,155,17,110,341,22
"Westminster 015G","E01033594",711,139,7,226,323,16
"Westminster 016A","E01004681",1150,399,27,74,625,25
"Westminster 016B","E01004682",765,229,2,89,425,20
"Westminster 016C","E01004694",949,262,4,51,605,27
"Westminster 016D","E01004697",816,293,2,83,418,20
"Westminster 016E","E01004700",941,274,2,65,582,18
"Westminster 017A","E01004652",958,267,4,87,574,26
"Westminster 017B","E01004693",735,318,2,54,336,25
"Westminster 017C","E01004695",669,200,3,17,418,31
"Westminster 017D","E01004696",760,227,6,337,179,11
"Westminster 017E","E01004698",754,208,3,45,474,24
"Westminster 017F","E01004699",1165,326,5,59,736,39
"Westminster 018A","E01004734",1104,162,4,347,544,47
"Westminster 018B","E01004735",977,203,4,397,349,24
"Westminster 018C","E01004736",729,283,5,14,375,52
"Westminster 018D","E01004761",1085,339,4,108,542,92
"Westminster 019A","E01004687",799,394,6,11,308,80
"Westminster 019B","E01004688",486,250,2,9,175,50
"Westminster 019C","E01004689",510,252,2,35,188,33
"Westminster 019D","E01004690",627,279,1,32,245,70
"Westminster 019E","E01004691",816,316,5,52,360,83
"Westminster 019F","E01004692",644,302,4,11,255,72
"Westminster 020A","E01004731",910,340,10,64,443,53
"Westminster 020B","E01004732",697,59,0,538,84,16
"Westminster 020C","E01004733",926,334,17,136,370,69
"Westminster 020D","E01004744",744,158,3,321,232,30
"Westminster 020E","E01004748",615,336,9,37,206,27
"Westminster 021A","E01004740",776,193,2,455,107,19
"Westminster 021B","E01004743",713,212,2,271,214,14
"Westminster 021C","E01004745",1125,411,22,332,321,39
"Westminster 021D","E01004746",757,160,4,444,138,11
"Westminster 021E","E01004747",1127,356,36,346,364,25
"Westminster 022A","E01004742",779,290,3,127,348,11
"Westminster 022B","E01004749",1185,460,40,170,481,34
"Westminster 022C","E01004751",943,431,6,108,374,24
"Westminster 022D","E01004752",905,241,4,396,252,12
"Westminster 022E","E01004753",1041,308,2,374,336,21
"Westminster 023B","E01004666",553,114,7,253,170,9
"Westminster 023C","E01004667",743,180,12,348,192,11
"Westminster 023D","E01004668",645,290,1,198,152,4
"Westminster 023E","E01004750",951,262,5,368,292,24
"Westminster 023F","E01033597",621,107,16,298,191,9
"Westminster 023G","E01033599",630,50,68,423,80,9
"Westminster 024A","E01004665",611,123,5,383,87,13
"Westminster 024B","E01004669",758,213,5,369,158,13
"Westminster 024C","E01004737",683,181,3,339,151,9
"Westminster 024D","E01004738",722,289,0,78,337,18
"Westminster 024E","E01004739",950,30,0,72,835,13
"Westminster 024F","E01004741",698,216,7,281,186,8
"Barking and Dagenham 001A","E01000027",641,290,4,291,51,5
"Barking and Dagenham 001B","E01000028",612,187,7,320,82,16
"Barking and Dagenham 001C","E01000029",690,562,3,55,64,6
"Barking and Dagenham 001D","E01000030",770,220,4,467,72,7
"Barking and Dagenham 002A","E01000031",598,474,1,32,86,5
"Barking and Dagenham 002B","E01000032",631,394,2,97,132,6
"Barking and Dagenham 002C","E01000110",501,407,6,13,72,3
"Barking and Dagenham 002D","E01000111",732,383,1,220,124,4
"Barking and Dagenham 002E","E01000112",739,435,18,56,227,3
"Barking and Dagenham 002F","E01000113",633,408,6,28,189,2
"Barking and Dagenham 003A","E01000034",517,244,8,206,52,7
"Barking and Dagenham 003B","E01000037",579,520,2,15,39,3
"Barking and Dagenham 003C","E01000038",563,434,1,76,50,2
"Barking and Dagenham 003D","E01000039",659,489,5,74,87,4
"Barking and Dagenham 004A","E01000063",635,350,1,212,68,4
"Barking and Dagenham 004B","E01000100",615,324,1,207,75,8
"Barking and Dagenham 004C","E01000101",567,290,0,204,67,6
"Barking and Dagenham 004D","E01000109",608,403,4,93,102,6
"Barking and Dagenham 004E","E01000114",758,490,12,77,170,9
"Barking and Dagenham 006A","E01000033",533,221,0,277,31,4
"Barking and Dagenham 006B","E01000060",770,320,17,355,70,8
"Barking and Dagenham 006C","E01000061",668,70,3,567,25,3
"Barking and Dagenham 006D","E01000062",761,405,4,255,90,7
"Barking and Dagenham 006E","E01000064",709,363,8,209,117,12
"Barking and Dagenham 007A","E01000065",774,290,1,357,118,8
"Barking and Dagenham 007B","E01000078",649,284,3,256,94,12
"Barking and Dagenham 007C","E01000080",594,288,1,213,88,4
"Barking and Dagenham 007D","E01000081",648,351,3,199,92,3
"Barking and Dagenham 007E","E01000082",672,278,37,267,85,5
"Barking and Dagenham 007F","E01000083",629,307,3,222,94,3
"Barking and Dagenham 007G","E01000102",625,301,1,248,70,5
"Barking and Dagenham 008A","E01000021",593,233,15,163,167,15
"Barking and Dagenham 008B","E01000022",474,240,27,123,73,11
"Barking and Dagenham 008C","E01000023",500,204,17,136,129,14
"Barking and Dagenham 008D","E01000024",456,243,1,131,75,6
"Barking and Dagenham 008E","E01000025",629,302,15,227,83,2
"Barking and Dagenham 008F","E01000077",560,253,4,202,92,9
"Barking and Dagenham 009A","E01000015",836,305,50,269,206,6
"Barking and Dagenham 009B","E01000016",626,304,2,226,89,5
"Barking and Dagenham 009C","E01000017",609,293,0,239,73,4
"Barking and Dagenham 009D","E01000018",612,302,3,234,67,6
"Barking and Dagenham 009E","E01000079",609,287,7,227,82,6
"Barking and Dagenham 010A","E01000035",567,355,2,109,95,6
"Barking and Dagenham 010B","E01000036",469,363,2,19,82,3
"Barking and Dagenham 010C","E01000107",601,421,3,88,84,5
"Barking and Dagenham 010D","E01000108",652,382,5,73,179,13
"Barking and Dagenham 011A","E01000066",683,405,1,191,77,9
"Barking and Dagenham 011B","E01000067",679,451,3,129,85,11
"Barking and Dagenham 011C","E01000069",513,442,2,6,58,5
"Barking and Dagenham 011D","E01000070",598,467,1,36,87,7
"Barking and Dagenham 011E","E01000071",785,489,5,113,169,9
"Barking and Dagenham 012A","E01000057",537,218,30,215,72,2
"Barking and Dagenham 012B","E01000073",627,319,1,195,102,10
"Barking and Dagenham 012C","E01000074",629,264,1,266,91,7
"Barking and Dagenham 012D","E01000075",622,346,2,201,67,6
"Barking and Dagenham 012E","E01000076",710,292,3,304,103,8
"Barking and Dagenham 013A","E01000013",650,290,2,254,99,5
"Barking and Dagenham 013B","E01000014",638,297,1,240,96,4
"Barking and Dagenham 013C","E01000059",578,276,3,224,71,4
"Barking and Dagenham 013D","E01000084",517,211,2,214,86,4
"Barking and Dagenham 013E","E01000085",640,230,1,286,115,8
"Barking and Dagenham 013F","E01000086",508,244,7,195,60,2
"Barking and Dagenham 014A","E01000103",600,266,1,217,109,7
"Barking and Dagenham 014B","E01000104",739,210,20,425,82,2
"Barking and Dagenham 014C","E01000105",915,241,32,531,106,5
"Barking and Dagenham 014D","E01000106",916,263,7,431,208,7
"Barking and Dagenham 015A","E01000007",612,119,16,249,222,6
"Barking and Dagenham 015B","E01000008",521,88,1,347,79,6
"Barking and Dagenham 015C","E01000010",1103,249,18,288,543,5
"Barking and Dagenham 015D","E01000012",698,207,5,154,328,4
"Barking and Dagenham 016A","E01000006",543,345,0,18,178,2
"Barking and Dagenham 016B","E01000009",638,256,4,131,243,4
"Barking and Dagenham 016C","E01000011",457,230,7,35,173,12
"Barking and Dagenham 016D","E01000044",629,371,8,72,173,5
"Barking and Dagenham 016E","E01000068",462,350,2,11,93,6
"Barking and Dagenham 017A","E01000041",607,303,3,220,78,3
"Barking and Dagenham 017B","E01000042",679,182,3,370,116,8
"Barking and Dagenham 017C","E01000045",602,241,5,234,122,0
"Barking and Dagenham 017D","E01000046",654,317,14,230,90,3
"Barking and Dagenham 017E","E01000072",784,248,19,351,159,7
"Barking and Dagenham 018A","E01000054",638,309,1,236,84,8
"Barking and Dagenham 018B","E01000055",560,286,5,190,73,6
"Barking and Dagenham 018C","E01000056",573,215,18,242,90,8
"Barking and Dagenham 018D","E01000058",690,299,40,230,115,6
"Barking and Dagenham 018E","E01000095",549,284,4,147,110,4
"Barking and Dagenham 019A","E01000040",640,226,1,317,95,1
"Barking and Dagenham 019B","E01000043",461,237,2,155,63,4
"Barking and Dagenham 019C","E01000050",615,235,10,239,121,10
"Barking and Dagenham 019D","E01000052",769,383,2,210,166,8
"Barking and Dagenham 019E","E01000092",975,401,38,339,188,9
"Barking and Dagenham 020A","E01000053",645,216,22,239,161,7
"Barking and Dagenham 020B","E01000087",503,223,13,164,100,3
"Barking and Dagenham 020C","E01000088",640,384,6,74,173,3
"Barking and Dagenham 020D","E01000089",612,417,2,48,137,8
"Barking and Dagenham 020E","E01000090",549,352,1,40,146,10
"Barking and Dagenham 021B","E01000048",644,44,2,525,68,5
"Barking and Dagenham 021C","E01000049",643,135,12,429,62,5
"Barking and Dagenham 021D","E01000051",725,73,24,552,61,15
"Barking and Dagenham 021E","E01033587",631,132,29,246,218,6
"Barking and Dagenham 021F","E01033588",618,98,54,309,154,3
"Barking and Dagenham 022A","E01000091",633,184,2,350,93,4
"Barking and Dagenham 022B","E01000093",642,165,5,370,96,6
"Barking and Dagenham 022C","E01000094",517,225,20,128,140,4
"Barking and Dagenham 022D","E01000096",639,143,4,423,67,2
"Barking and Dagenham 023A","E01000019",504,282,0,126,91,5
"Barking and Dagenham 023B","E01000020",650,328,12,207,94,9
"Barking and Dagenham 023C","E01000097",708,280,4,321,97,6
