
"KS403EW - Rooms, bedrooms and central heating"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All categories: Type of central heating in household","Does not have central heating","Does have central heating","Occupancy rating (rooms) of -1 or less","Occupancy rating (bedrooms) of -1 or less","Average household size","Average number of rooms per household","Average number of bedrooms per household"
"Wandsworth 013B","E01004574",727,12,715,240,115,2.5,3.9,2.1
"Wandsworth 013C","E01004575",691,9,682,140,77,2.2,4.3,2.3
"Wandsworth 013D","E01004576",592,10,582,109,70,2.6,5.2,2.7
"Wandsworth 014A","E01004500",807,37,770,214,68,2.0,3.9,2.1
"Wandsworth 014B","E01004501",712,10,702,114,50,2.2,4.5,2.4
"Wandsworth 014C","E01004503",738,37,701,140,36,2.2,4.7,2.5
"Wandsworth 014D","E01004505",838,44,794,163,44,1.9,4.4,2.3
"Wandsworth 014E","E01004507",962,43,919,200,60,1.9,3.9,2.0
"Wandsworth 015A","E01004553",766,16,750,123,41,2.1,4.5,2.3
"Wandsworth 015B","E01004557",650,18,632,68,37,2.4,5.1,2.8
"Wandsworth 015C","E01004558",675,13,662,72,31,2.5,5.3,2.9
"Wandsworth 015D","E01004559",503,13,490,48,25,2.8,6.1,3.4
"Wandsworth 015E","E01004619",536,16,520,44,17,2.7,6.5,3.4
"Wandsworth 016A","E01004572",706,5,701,135,70,2.3,5.1,2.6
"Wandsworth 016B","E01004642",761,13,748,112,52,2.3,4.5,2.4
"Wandsworth 016C","E01004643",851,8,843,163,92,2.3,4.4,2.4
"Wandsworth 016D","E01004644",870,12,858,153,52,2.2,4.7,2.5
"Wandsworth 016E","E01004645",844,9,835,198,94,2.3,4.2,2.2
"Wandsworth 017A","E01004477",607,4,603,41,19,2.7,6.5,3.6
"Wandsworth 017B","E01004478",538,8,530,25,12,2.8,6.3,3.6
"Wandsworth 017C","E01004479",613,21,592,85,30,2.5,5.7,3.1
"Wandsworth 017D","E01004550",570,8,562,127,90,2.4,4.9,2.5
"Wandsworth 017E","E01004555",587,12,575,51,22,2.8,6.1,3.5
"Wandsworth 018A","E01004494",762,23,739,158,60,2.2,4.1,2.1
"Wandsworth 018B","E01004513",833,29,804,173,100,2.2,4.0,2.1
"Wandsworth 018C","E01004600",893,23,870,389,165,2.3,3.6,1.9
"Wandsworth 018D","E01004601",1006,23,983,233,89,2.2,4.1,2.2
"Wandsworth 019A","E01004493",803,22,781,103,38,2.2,4.2,2.2
"Wandsworth 019B","E01004512",618,13,605,70,27,2.4,5.1,2.7
"Wandsworth 019C","E01004620",702,32,670,84,47,2.3,4.8,2.5
"Wandsworth 019D","E01004621",659,18,641,108,37,2.5,5.2,2.8
"Wandsworth 019E","E01004623",712,19,693,92,36,2.4,4.9,2.7
"Wandsworth 019F","E01004627",631,10,621,57,22,2.6,5.6,3.1
"Wandsworth 020A","E01004499",713,24,689,127,38,2.2,4.6,2.4
"Wandsworth 020B","E01004502",670,18,652,107,40,2.5,5.3,2.9
"Wandsworth 020C","E01004504",566,27,539,63,37,2.7,5.7,3.1
"Wandsworth 020D","E01004594",590,15,575,42,20,2.8,5.9,3.3
"Wandsworth 020E","E01004596",646,23,623,51,16,2.5,5.4,3.0
"Wandsworth 020F","E01004629",609,8,601,88,39,2.6,5.5,3.0
"Wandsworth 021A","E01004472",742,10,732,103,46,2.4,5.0,2.8
"Wandsworth 021B","E01004474",918,20,898,268,74,2.0,3.6,1.8
"Wandsworth 021C","E01004476",824,20,804,209,68,2.0,3.9,2.0
"Wandsworth 021D","E01004542",618,12,606,58,32,2.6,5.7,3.1
"Wandsworth 021E","E01004544",606,9,597,80,32,2.5,5.2,2.9
"Wandsworth 022A","E01004628",911,9,902,323,88,2.3,3.9,2.2
"Wandsworth 022B","E01004630",679,7,672,188,115,2.6,4.2,2.3
"Wandsworth 022C","E01004631",643,31,612,153,65,2.3,4.2,2.3
"Wandsworth 022D","E01004633",623,15,608,142,92,2.6,4.3,2.4
"Wandsworth 023A","E01004569",737,16,721,172,82,2.7,5.0,2.7
"Wandsworth 023B","E01004570",745,9,736,241,125,2.5,4.1,2.2
"Wandsworth 023C","E01004571",651,16,635,155,90,2.6,4.4,2.5
"Wandsworth 023D","E01004573",631,35,596,137,55,2.4,4.6,2.5
"Wandsworth 024A","E01004495",523,6,517,115,69,2.9,4.6,2.6
"Wandsworth 024B","E01004496",951,28,923,244,67,2.1,3.9,2.1
"Wandsworth 024C","E01004497",541,23,518,29,30,2.7,5.6,3.1
"Wandsworth 024D","E01004622",533,17,516,106,52,2.0,4.1,2.1
"Wandsworth 024E","E01004624",624,17,607,64,44,2.6,5.1,2.9
"Wandsworth 025A","E01004593",852,30,822,126,67,2.1,4.2,2.1
"Wandsworth 025B","E01004595",796,29,767,85,29,2.2,4.4,2.3
"Wandsworth 025C","E01004597",779,18,761,75,44,2.3,4.8,2.5
"Wandsworth 025D","E01004598",818,16,802,98,51,2.2,4.5,2.3
"Wandsworth 025E","E01004599",575,12,563,24,17,2.6,5.9,3.3
"Wandsworth 026A","E01004473",746,22,724,121,45,2.3,4.6,2.4
"Wandsworth 026B","E01004475",622,17,605,113,40,2.3,4.5,2.4
"Wandsworth 026C","E01004480",678,12,666,74,42,2.4,5.0,2.7
"Wandsworth 026D","E01004483",1011,90,921,149,70,2.1,4.2,2.1
"Wandsworth 026E","E01004484",652,21,631,115,51,2.3,4.7,2.5
"Wandsworth 026F","E01004486",784,32,752,172,47,1.9,4.0,1.9
"Wandsworth 027A","E01004543",717,20,697,104,47,2.5,5.3,2.8
"Wandsworth 027B","E01004545",850,20,830,268,45,1.9,3.7,1.9
"Wandsworth 027C","E01004546",640,10,630,81,39,2.3,5.1,2.7
"Wandsworth 027D","E01004549",672,11,661,156,48,2.4,4.9,2.6
"Wandsworth 027E","E01004625",469,7,462,10,7,3.0,7.5,4.2
"Wandsworth 027F","E01004626",724,29,695,109,32,2.3,5.1,2.6
"Wandsworth 028A","E01004632",593,11,582,53,27,2.6,5.4,3.0
"Wandsworth 028B","E01004634",697,22,675,138,63,2.1,4.1,2.1
"Wandsworth 028C","E01004635",691,11,680,135,53,2.3,4.3,2.3
"Wandsworth 028D","E01004636",650,18,632,102,46,2.2,4.6,2.4
"Wandsworth 028E","E01004637",602,5,597,99,59,2.4,4.7,2.6
"Wandsworth 029A","E01004481",716,16,700,147,67,2.3,4.7,2.4
"Wandsworth 029B","E01004488",625,28,597,137,49,2.4,5.1,2.8
"Wandsworth 029C","E01004547",551,12,539,90,45,2.4,5.1,2.7
"Wandsworth 029D","E01004548",1054,33,1021,317,88,1.9,3.8,1.9
"Wandsworth 030A","E01004482",626,26,600,119,55,2.5,5.1,2.8
"Wandsworth 030B","E01004485",691,28,663,155,62,2.4,4.8,2.6
"Wandsworth 030C","E01004487",715,35,680,197,53,2.1,4.3,2.2
"Wandsworth 030D","E01004489",612,69,543,141,44,2.3,5.0,2.6
"Wandsworth 031A","E01004490",614,19,595,47,24,2.5,5.1,2.8
"Wandsworth 031B","E01004491",971,12,959,492,96,1.9,3.2,1.9
"Wandsworth 031C","E01004492",744,24,720,134,77,2.3,4.4,2.3
"Wandsworth 031D","E01004498",784,23,761,84,36,2.2,4.5,2.3
"Wandsworth 032A","E01004532",644,13,631,96,57,2.3,4.6,2.4
"Wandsworth 032B","E01004611",570,23,547,103,53,2.8,5.2,2.9
"Wandsworth 032C","E01004612",558,14,544,125,81,3.2,5.1,2.9
"Wandsworth 032D","E01004618",527,10,517,57,38,2.9,5.7,3.2
"Wandsworth 033A","E01004531",649,27,622,89,70,2.7,5.0,2.6
"Wandsworth 033B","E01004533",569,10,559,91,74,2.5,4.5,2.4
"Wandsworth 033C","E01004610",632,12,620,129,92,3.1,5.2,2.9
"Wandsworth 033D","E01004613",677,20,657,230,92,2.4,4.1,2.2
"Wandsworth 034A","E01004614",855,18,837,193,126,2.4,4.3,2.1
"Wandsworth 034B","E01004615",757,19,738,212,123,2.4,4.0,2.1
"Wandsworth 034C","E01004616",816,21,795,235,151,2.6,4.3,2.4
"Wandsworth 034D","E01004617",638,22,616,199,94,2.6,4.2,2.4
"Wandsworth 035A","E01004525",659,20,639,194,103,2.8,4.4,2.5
"Wandsworth 035B","E01004526",655,20,635,139,78,2.4,4.2,2.2
"Wandsworth 035C","E01004527",578,19,559,110,66,2.8,5.0,2.7
"Wandsworth 035D","E01004528",655,40,615,167,78,2.3,4.0,2.1
"Wandsworth 035E","E01004529",902,39,863,187,90,2.3,4.2,2.2
"Wandsworth 035F","E01004530",789,16,773,172,93,2.4,4.4,2.3
"Wandsworth 036A","E01004516",510,11,499,46,38,3.2,6.3,3.4
"Wandsworth 036B","E01004518",650,25,625,73,48,2.7,5.6,3.0
"Wandsworth 036C","E01004519",632,18,614,84,71,2.8,5.0,2.8
"Wandsworth 036D","E01004520",459,10,449,77,56,3.0,5.2,3.0
"Wandsworth 036E","E01004523",722,21,701,146,44,2.2,4.8,2.4
"Wandsworth 037A","E01004517",810,17,793,223,91,2.4,4.3,2.3
"Wandsworth 037B","E01004521",768,24,744,123,81,2.5,4.7,2.5
"Wandsworth 037C","E01004522",628,15,613,136,74,2.6,4.6,2.5
"Wandsworth 037D","E01004524",774,16,758,191,103,2.1,3.9,2.0
"Westminster 001A","E01004647",685,18,667,122,56,2.2,4.8,2.3
"Westminster 001B","E01004649",716,17,699,86,32,2.2,5.2,2.6
"Westminster 001C","E01004724",850,36,814,253,79,2.1,4.1,2.1
"Westminster 001D","E01004730",804,20,784,99,41,2.1,4.5,2.4
"Westminster 002A","E01004646",616,24,592,93,43,2.7,6.0,3.0
"Westminster 002B","E01004648",1122,39,1083,243,77,2.1,4.6,2.2
"Westminster 002C","E01004650",932,25,907,192,53,2.1,4.7,2.3
"Westminster 002D","E01004710",635,26,609,214,113,2.5,3.9,2.2
"Westminster 002E","E01004711",759,23,736,241,115,2.3,3.8,2.0
"Westminster 003A","E01004651",1137,52,1085,360,67,1.8,3.6,1.7
"Westminster 003B","E01004725",799,18,781,353,107,2.0,3.4,1.7
"Westminster 003C","E01004726",824,64,760,159,67,2.2,4.8,2.4
"Westminster 003D","E01004728",808,31,777,198,86,1.9,3.8,1.9
"Westminster 003E","E01004729",856,22,834,293,105,1.9,3.7,1.8
"Westminster 004A","E01004718",850,20,830,259,155,2.3,3.9,2.0
"Westminster 004B","E01004719",786,26,760,209,128,2.4,4.0,2.0
"Westminster 004C","E01004720",777,32,745,182,137,2.6,4.3,2.3
"Westminster 004D","E01004721",879,24,855,311,204,2.3,3.8,1.8
"Westminster 004E","E01004722",849,24,825,337,250,2.9,4.1,2.1
"Westminster 005A","E01004674",843,11,832,249,159,2.5,4.0,2.0
"Westminster 005B","E01004675",1098,45,1053,416,174,2.1,3.5,1.7
"Westminster 005C","E01004677",876,23,853,261,110,2.0,3.7,1.8
"Westminster 005D","E01004678",889,22,867,252,129,2.2,3.9,2.0
"Westminster 005E","E01004679",935,28,907,316,165,2.3,3.7,1.9
"Westminster 005F","E01004723",997,26,971,310,158,2.2,3.7,1.9
"Westminster 006A","E01004676",794,23,771,266,102,2.1,3.7,1.9
"Westminster 006B","E01004706",735,23,712,102,57,2.2,4.3,2.2
"Westminster 006C","E01004707",798,19,779,80,55,2.4,4.8,2.6
"Westminster 006D","E01004708",788,33,755,235,87,2.0,3.7,1.9
"Westminster 006E","E01004756",866,26,840,340,134,2.1,3.5,1.8
"Westminster 007A","E01004701",843,56,787,176,45,1.9,3.9,1.9
"Westminster 007B","E01004703",1027,25,1002,182,84,2.2,4.9,2.5
"Westminster 007D","E01004705",700,31,669,121,42,2.1,4.2,2.2
"Westminster 007E","E01004709",765,17,748,194,72,2.2,4.1,2.2
"Westminster 007F","E01033600",644,18,626,203,66,1.9,3.8,1.9
"Westminster 007G","E01033608",735,33,702,272,64,1.9,3.5,1.8
"Westminster 008A","E01004659",961,56,905,346,102,1.8,3.5,1.8
"Westminster 008B","E01004660",873,33,840,174,53,2.0,4.6,2.4
"Westminster 008C","E01004712",842,44,798,225,76,1.8,3.8,1.9
"Westminster 008D","E01004727",977,28,949,173,70,2.0,4.5,2.2
"Westminster 009A","E01004670",948,10,938,431,262,2.9,3.8,2.0
"Westminster 009E","E01004702",994,42,952,404,226,2.6,3.9,2.1
"Westminster 009F","E01033598",502,18,484,189,106,2.5,3.7,2.0
"Westminster 009G","E01033601",589,10,579,240,117,2.7,4.0,2.2
"Westminster 009H","E01033602",645,34,611,247,150,2.5,3.7,2.0
"Westminster 009I","E01033603",600,25,575,224,90,2.0,3.6,1.8
"Westminster 009J","E01033604",620,35,585,297,97,2.0,3.1,1.7
"Westminster 009K","E01033605",815,30,785,328,177,2.5,3.7,2.0
"Westminster 010A","E01004754",600,18,582,223,154,2.5,3.9,2.0
"Westminster 010B","E01004755",963,33,930,396,159,2.2,3.5,1.9
"Westminster 010C","E01004757",600,29,571,213,108,2.7,4.1,2.3
"Westminster 010F","E01032512",989,27,962,413,248,2.5,3.6,1.8
"Westminster 010G","E01032513",567,18,549,242,106,2.3,3.5,1.8
"Westminster 011A","E01004713",939,44,895,149,52,1.9,4.5,2.1
"Westminster 011B","E01004714",1177,66,1111,336,72,1.8,3.9,2.0
"Westminster 011C","E01004716",724,26,698,156,46,2.0,4.7,2.3
"Westminster 011D","E01004717",898,85,813,268,75,1.7,3.5,1.7
"Westminster 011E","E01004762",1136,42,1094,152,59,1.8,4.6,2.2
"Westminster 012A","E01004657",827,48,779,233,40,1.8,3.8,1.9
"Westminster 012B","E01004658",744,26,718,278,69,1.9,3.5,1.9
"Westminster 012C","E01004661",892,66,826,295,82,2.0,4.0,2.2
"Westminster 012D","E01004662",1040,95,945,390,93,1.8,3.6,1.8
"Westminster 012E","E01004663",851,33,818,227,81,1.9,4.1,2.0
"Westminster 013A","E01004715",824,39,785,319,79,1.8,3.5,1.9
"Westminster 013B","E01004763",1076,125,951,503,102,1.6,3.1,1.5
"Westminster 013D","E01004765",1103,68,1035,315,103,1.8,3.7,1.9
"Westminster 013E","E01033595",755,74,681,268,63,1.6,3.5,1.7
"Westminster 013F","E01033596",745,36,709,350,76,1.7,3.0,1.4
"Westminster 014A","E01004653",929,21,908,233,62,2.0,4.3,2.1
"Westminster 014B","E01004654",1204,37,1167,429,113,1.8,3.7,1.8
"Westminster 014D","E01004656",1178,52,1126,463,149,1.8,3.3,1.6
"Westminster 014E","E01004760",771,9,762,219,113,2.1,3.8,1.9
"Westminster 014F","E01033606",614,15,599,245,60,1.7,3.2,1.6
"Westminster 014G","E01033607",616,15,601,214,68,1.9,3.9,1.9
"Westminster 015A","E01004680",708,29,679,153,43,2.0,4.7,2.4
"Westminster 015B","E01004683",767,18,749,120,50,2.2,5.0,2.5
"Westminster 015C","E01004684",701,46,655,217,75,2.0,3.8,1.9
"Westminster 015E","E01004686",848,22,826,336,98,1.8,3.4,1.7
"Westminster 015F","E01033593",645,33,612,344,62,1.8,3.0,1.7
"Westminster 015G","E01033594",711,27,684,341,69,1.8,3.3,1.8
"Westminster 016A","E01004681",1150,93,1057,395,123,1.8,3.5,1.8
"Westminster 016B","E01004682",765,49,716,318,67,1.7,3.3,1.7
"Westminster 016C","E01004694",949,46,903,398,68,1.8,3.3,1.8
"Westminster 016D","E01004697",816,65,751,319,68,1.8,3.3,1.8
"Westminster 016E","E01004700",941,99,842,457,98,1.8,3.4,1.9
"Westminster 017A","E01004652",958,22,936,350,112,1.9,3.4,1.7
"Westminster 017B","E01004693",735,49,686,209,38,1.9,4.1,2.2
"Westminster 017C","E01004695",669,28,641,243,56,1.9,3.7,1.9
"Westminster 017D","E01004696",760,20,740,295,142,2.1,3.5,1.7
"Westminster 017E","E01004698",754,61,693,385,87,1.9,3.5,1.9
"Westminster 017F","E01004699",1165,110,1055,493,142,1.9,3.5,1.9
"Westminster 018A","E01004734",1104,100,1004,418,134,1.7,3.3,1.6
"Westminster 018B","E01004735",977,92,885,323,70,1.6,3.3,1.6
"Westminster 018C","E01004736",729,42,687,154,36,1.7,4.3,2.0
"Westminster 018D","E01004761",1085,75,1010,217,74,1.8,4.8,2.1
"Westminster 019A","E01004687",799,16,783,55,31,2.1,6.2,2.9
"Westminster 019B","E01004688",486,13,473,47,26,1.8,4.9,2.4
"Westminster 019C","E01004689",510,15,495,54,18,2.0,5.4,2.7
"Westminster 019D","E01004690",627,19,608,71,28,2.2,6.3,3.0
"Westminster 019E","E01004691",816,37,779,105,41,1.8,5.1,2.5
"Westminster 019F","E01004692",644,19,625,65,27,2.2,5.6,2.8
"Westminster 020A","E01004731",910,61,849,210,58,1.8,4.1,1.9
"Westminster 020B","E01004732",697,26,671,187,72,1.9,3.6,1.7
"Westminster 020C","E01004733",926,43,883,181,64,1.9,4.3,2.1
"Westminster 020D","E01004744",744,38,706,157,40,1.8,3.7,1.8
"Westminster 020E","E01004748",615,26,589,128,35,2.0,4.6,2.3
"Westminster 021A","E01004740",776,13,763,325,87,1.9,3.4,1.7
"Westminster 021B","E01004743",713,21,692,211,110,2.0,3.6,1.8
"Westminster 021C","E01004745",1125,71,1054,295,105,1.9,3.7,1.8
"Westminster 021D","E01004746",757,41,716,311,119,1.9,3.3,1.6
"Westminster 021E","E01004747",1127,47,1080,335,105,1.9,3.7,1.9
"Westminster 022A","E01004742",779,39,740,238,63,1.8,3.7,1.7
"Westminster 022B","E01004749",1185,63,1122,346,102,2.0,4.0,2.0
"Westminster 022C","E01004751",943,37,906,235,67,1.9,4.3,2.0
"Westminster 022D","E01004752",905,46,859,319,82,1.7,3.4,1.7
"Westminster 022E","E01004753",1041,46,995,255,88,1.7,3.7,1.7
"Westminster 023B","E01004666",553,19,534,131,59,2.0,4.1,2.0
"Westminster 023C","E01004667",743,40,703,163,74,1.8,3.9,1.8
"Westminster 023D","E01004668",645,18,627,185,66,2.2,4.4,2.2
"Westminster 023E","E01004750",951,47,904,282,82,1.8,3.6,1.8
"Westminster 023F","E01033597",621,40,581,254,50,1.6,3.1,1.5
"Westminster 023G","E01033599",630,15,615,311,82,2.5,3.7,2.1
"Westminster 024A","E01004665",611,9,602,266,100,2.4,3.7,2.0
"Westminster 024B","E01004669",758,13,745,265,116,2.2,3.8,2.0
"Westminster 024C","E01004737",683,17,666,139,47,1.9,4.0,2.0
"Westminster 024D","E01004738",722,36,686,225,59,1.8,3.8,1.9
"Westminster 024E","E01004739",950,10,940,289,54,1.4,3.1,1.4
"Westminster 024F","E01004741",698,25,673,299,68,1.8,3.4,1.7
"Barking and Dagenham 001A","E01000027",641,21,620,84,52,2.6,4.9,2.6
"Barking and Dagenham 001B","E01000028",612,6,606,116,81,2.5,4.5,2.2
"Barking and Dagenham 001C","E01000029",690,16,674,65,38,2.3,4.8,2.4
"Barking and Dagenham 001D","E01000030",770,25,745,135,84,2.5,4.4,2.3
"Barking and Dagenham 002A","E01000031",598,16,582,74,36,2.7,5.3,2.8
"Barking and Dagenham 002B","E01000032",631,23,608,71,56,2.6,5.1,2.7
"Barking and Dagenham 002C","E01000110",501,8,493,38,33,2.8,5.4,3.0
"Barking and Dagenham 002D","E01000111",732,30,702,101,65,2.5,4.6,2.4
"Barking and Dagenham 002E","E01000112",739,39,700,162,89,2.5,4.5,2.4
"Barking and Dagenham 002F","E01000113",633,20,613,93,65,2.7,4.8,2.6
"Barking and Dagenham 003A","E01000034",517,7,510,66,40,2.6,5.0,2.7
"Barking and Dagenham 003B","E01000037",579,8,571,39,31,2.7,5.4,2.9
"Barking and Dagenham 003C","E01000038",563,10,553,36,28,2.6,5.4,2.9
"Barking and Dagenham 003D","E01000039",659,10,649,47,31,2.4,5.1,2.7
"Barking and Dagenham 004A","E01000063",635,23,612,85,72,2.6,4.6,2.4
"Barking and Dagenham 004B","E01000100",615,29,586,104,83,2.7,4.5,2.3
"Barking and Dagenham 004C","E01000101",567,21,546,100,81,2.7,4.6,2.4
"Barking and Dagenham 004D","E01000109",608,22,586,83,65,2.8,4.9,2.7
"Barking and Dagenham 004E","E01000114",758,24,734,110,79,2.8,4.9,2.7
"Barking and Dagenham 006A","E01000033",533,13,520,76,50,2.6,4.6,2.4
"Barking and Dagenham 006B","E01000060",770,6,764,114,69,2.3,4.5,2.3
"Barking and Dagenham 006C","E01000061",668,10,658,199,114,2.6,4.0,2.1
"Barking and Dagenham 006D","E01000062",761,11,750,107,69,2.6,4.6,2.5
"Barking and Dagenham 006E","E01000064",709,24,685,116,76,2.6,4.6,2.6
"Barking and Dagenham 007A","E01000065",774,22,752,151,79,2.2,4.2,2.1
"Barking and Dagenham 007B","E01000078",649,20,629,115,85,2.6,4.5,2.4
"Barking and Dagenham 007C","E01000080",594,9,585,105,78,2.6,4.5,2.4
"Barking and Dagenham 007D","E01000081",648,19,629,106,80,2.6,4.6,2.4
"Barking and Dagenham 007E","E01000082",672,17,655,95,65,2.5,4.5,2.3
"Barking and Dagenham 007F","E01000083",629,22,607,109,86,2.7,4.6,2.4
"Barking and Dagenham 007G","E01000102",625,19,606,99,81,2.5,4.3,2.2
"Barking and Dagenham 008A","E01000021",593,48,545,131,90,2.7,4.5,2.4
"Barking and Dagenham 008B","E01000022",474,11,463,73,50,2.8,4.7,2.6
"Barking and Dagenham 008C","E01000023",500,17,483,135,75,2.2,3.9,2.0
"Barking and Dagenham 008D","E01000024",456,10,446,82,60,2.9,4.8,2.6
"Barking and Dagenham 008E","E01000025",629,15,614,113,78,2.6,4.5,2.4
"Barking and Dagenham 008F","E01000077",560,16,544,112,66,2.6,4.4,2.4
"Barking and Dagenham 009A","E01000015",836,18,818,250,135,2.7,4.2,2.2
"Barking and Dagenham 009B","E01000016",626,16,610,86,73,2.6,4.7,2.5
"Barking and Dagenham 009C","E01000017",609,14,595,110,85,2.6,4.6,2.4
"Barking and Dagenham 009D","E01000018",612,12,600,93,68,2.6,4.6,2.4
"Barking and Dagenham 009E","E01000079",609,15,594,106,65,2.5,4.6,2.4
"Barking and Dagenham 010A","E01000035",567,14,553,78,52,2.7,5.0,2.7
"Barking and Dagenham 010B","E01000036",469,17,452,59,44,2.9,5.3,2.9
"Barking and Dagenham 010C","E01000107",601,19,582,62,44,2.7,5.2,2.8
"Barking and Dagenham 010D","E01000108",652,46,606,105,65,2.4,4.5,2.4
"Barking and Dagenham 011A","E01000066",683,14,669,101,76,2.8,4.9,2.6
"Barking and Dagenham 011B","E01000067",679,7,672,91,74,2.9,5.2,2.8
"Barking and Dagenham 011C","E01000069",513,12,501,59,53,3.4,6.0,3.4
"Barking and Dagenham 011D","E01000070",598,14,584,83,67,3.3,5.8,3.2
"Barking and Dagenham 011E","E01000071",785,12,773,129,91,2.9,5.1,2.7
"Barking and Dagenham 012A","E01000057",537,9,528,105,80,2.8,4.5,2.4
"Barking and Dagenham 012B","E01000073",627,12,615,98,72,2.6,4.5,2.4
"Barking and Dagenham 012C","E01000074",629,7,622,114,83,2.5,4.3,2.2
"Barking and Dagenham 012D","E01000075",622,31,591,87,65,2.8,5.0,2.7
"Barking and Dagenham 012E","E01000076",710,19,691,139,110,2.8,4.5,2.4
"Barking and Dagenham 013A","E01000013",650,19,631,116,74,2.6,4.6,2.4
"Barking and Dagenham 013B","E01000014",638,13,625,107,91,2.5,4.6,2.3
"Barking and Dagenham 013C","E01000059",578,26,552,97,67,2.7,4.6,2.4
"Barking and Dagenham 013D","E01000084",517,16,501,82,62,2.6,4.7,2.4
"Barking and Dagenham 013E","E01000085",640,23,617,149,87,2.7,4.4,2.3
"Barking and Dagenham 013F","E01000086",508,15,493,78,62,2.8,4.8,2.5
"Barking and Dagenham 014A","E01000103",600,19,581,114,89,2.8,5.2,2.8
"Barking and Dagenham 014B","E01000104",739,14,725,155,84,2.4,4.3,2.2
"Barking and Dagenham 014C","E01000105",915,20,895,205,128,2.3,4.0,2.0
"Barking and Dagenham 014D","E01000106",916,56,860,206,132,2.1,4.0,1.9
"Barking and Dagenham 015A","E01000007",612,18,594,302,130,2.3,3.3,1.7
"Barking and Dagenham 015B","E01000008",521,14,507,164,114,3.0,4.3,2.3
"Barking and Dagenham 015C","E01000010",1103,48,1055,627,309,2.6,3.4,1.8
"Barking and Dagenham 015D","E01000012",698,48,650,263,171,2.7,3.9,2.0
"Barking and Dagenham 016A","E01000006",543,21,522,104,79,3.1,5.1,2.8
"Barking and Dagenham 016B","E01000009",638,21,617,206,148,2.8,4.4,2.3
"Barking and Dagenham 016C","E01000011",457,15,442,169,137,3.6,4.9,2.8
"Barking and Dagenham 016D","E01000044",629,30,599,130,103,2.9,4.8,2.5
"Barking and Dagenham 016E","E01000068",462,12,450,73,84,3.4,6.0,3.2
"Barking and Dagenham 017A","E01000041",607,21,586,105,84,2.8,4.6,2.4
"Barking and Dagenham 017B","E01000042",679,17,662,164,123,2.6,4.3,2.1
"Barking and Dagenham 017C","E01000045",602,19,583,121,87,2.7,4.5,2.4
"Barking and Dagenham 017D","E01000046",654,22,632,101,75,2.7,4.5,2.4
"Barking and Dagenham 017E","E01000072",784,15,769,191,104,2.5,4.3,2.2
"Barking and Dagenham 018A","E01000054",638,21,617,96,74,2.7,4.6,2.4
"Barking and Dagenham 018B","E01000055",560,13,547,103,83,2.8,4.6,2.5
"Barking and Dagenham 018C","E01000056",573,16,557,113,72,2.7,4.5,2.4
"Barking and Dagenham 018D","E01000058",690,17,673,134,96,2.7,4.5,2.4
"Barking and Dagenham 018E","E01000095",549,9,540,108,70,2.9,4.6,2.5
"Barking and Dagenham 019A","E01000040",640,22,618,135,101,2.5,4.2,2.1
"Barking and Dagenham 019B","E01000043",461,9,452,77,61,2.9,5.3,2.9
"Barking and Dagenham 019C","E01000050",615,35,580,160,106,2.7,4.4,2.3
"Barking and Dagenham 019D","E01000052",769,20,749,184,127,2.6,4.6,2.4
"Barking and Dagenham 019E","E01000092",975,16,959,199,134,2.7,4.6,2.4
"Barking and Dagenham 020A","E01000053",645,30,615,121,93,2.3,4.1,2.0
"Barking and Dagenham 020B","E01000087",503,16,487,86,51,2.7,4.8,2.6
"Barking and Dagenham 020C","E01000088",640,24,616,134,75,2.7,4.8,2.6
"Barking and Dagenham 020D","E01000089",612,37,575,102,66,2.7,4.9,2.7
"Barking and Dagenham 020E","E01000090",549,14,535,105,73,2.9,5.0,2.8
"Barking and Dagenham 021B","E01000048",644,14,630,221,150,2.8,3.9,2.0
"Barking and Dagenham 021C","E01000049",643,12,631,191,139,2.8,4.1,2.2
"Barking and Dagenham 021D","E01000051",725,24,701,244,164,2.7,4.0,2.0
"Barking and Dagenham 021E","E01033587",631,12,619,294,145,2.5,3.5,1.8
"Barking and Dagenham 021F","E01033588",618,15,603,314,171,2.6,3.4,1.8
"Barking and Dagenham 022A","E01000091",633,14,619,171,122,2.7,4.4,2.3
"Barking and Dagenham 022B","E01000093",642,17,625,185,122,2.4,4.1,2.0
"Barking and Dagenham 022C","E01000094",517,26,491,156,90,2.6,4.0,2.1
"Barking and Dagenham 022D","E01000096",639,9,630,157,109,3.0,4.5,2.5
"Barking and Dagenham 023A","E01000019",504,12,492,60,48,2.8,5.0,2.7
"Barking and Dagenham 023B","E01000020",650,16,634,112,79,2.7,4.7,2.4
"Barking and Dagenham 023C","E01000097",708,14,694,137,62,2.4,4.3,2.2
"Barking and Dagenham 023D","E01000098",625,9,616,115,81,2.8,4.7,2.5
"Barking and Dagenham 023E","E01000099",666,15,651,99,72,2.6,4.5,2.4
"Barking and Dagenham 023F","E01032580",471,7,464,91,73,2.9,4.9,2.5
"Barnet 001A","E01000248",666,7,659,60,23,2.4,5.3,2.7
"Barnet 001B","E01000249",572,10,562,18,19,2.6,6.2,3.2
"Barnet 001C","E01000250",979,17,962,190,66,2.3,4.7,2.4
"Barnet 001D","E01000254",622,19,603,28,18,2.4,6.3,3.1
